vehicle_id,time,stop_lon,stop_lat
1,57600,-73.667207,45.555819
1,57615,-73.66720705,45.55581905
1,57630,-73.6672071,45.5558191
1,57645,-73.66720715,45.55581915
1,57660,-73.6672072,45.5558192
1,57675,-73.66720725,45.55581925
1,57690,-73.6672073,45.5558193
1,57705,-73.66720735,45.55581935
1,57720,-73.6672074,45.5558194
1,57735,-73.66720745,45.55581945
1,57750,-73.6672075,45.5558195
1,57765,-73.66720755,45.55581955
1,57780,-73.6672076,45.5558196
1,57795,-73.66720765,45.55581965
1,57810,-73.6672077,45.5558197
1,57825,-73.66720775,45.55581975
1,57840,-73.6672078,45.5558198
1,57855,-73.66720785,45.55581985
1,57870,-73.6672079,45.5558199
1,57885,-73.66720795,45.55581995
1,57900,-73.667208,45.55582
1,57915,-73.66720805,45.55582005
1,57930,-73.6672081,45.5558201
1,57945,-73.66720815,45.55582015
1,57960,-73.6672082,45.5558202
1,57975,-73.66720825,45.55582025
1,57990,-73.6672083,45.5558203
1,58005,-73.66720835,45.55582035
1,58020,-73.6672084,45.5558204
1,58035,-73.66720845,45.55582045
1,58050,-73.6672085,45.5558205
1,58065,-73.66720855,45.55582055
1,58080,-73.6672086,45.5558206
1,58095,-73.66720865,45.55582065
1,58110,-73.6672087,45.5558207
1,58125,-73.66720875,45.55582075
1,58140,-73.6672088,45.5558208
1,58155,-73.66720885,45.55582085
1,58170,-73.6672089,45.5558209
1,58185,-73.66720895,45.55582095
1,58200,-73.667209,45.555821
1,58215,-73.667209,45.55582105
1,58230,-73.667209,45.5558211
1,58245,-73.667209,45.55582115
1,58260,-73.667209,45.5558212
1,58275,-73.667209,45.55582125
1,58290,-73.667209,45.5558213
1,58305,-73.667209,45.55582135
1,58320,-73.667209,45.5558214
1,58335,-73.667209,45.55582145
1,58350,-73.667209,45.5558215
1,58365,-73.667209,45.55582155
1,58380,-73.667209,45.5558216
1,58395,-73.667209,45.55582165
1,58410,-73.667209,45.5558217
1,58425,-73.667209,45.55582175
1,58440,-73.667209,45.5558218
1,58455,-73.667209,45.55582185
1,58470,-73.667209,45.5558219
1,58485,-73.667209,45.55582195
1,58500,-73.667209,45.555822
1,58515,-73.66720895,45.555822
1,58530,-73.6672089,45.555822
1,58545,-73.66720885,45.555822
1,58560,-73.6672088,45.555822
1,58575,-73.66720875,45.555822
1,58590,-73.6672087,45.555822
1,58605,-73.66720865,45.555822
1,58620,-73.6672086,45.555822
1,58635,-73.66720855,45.555822
1,58650,-73.6672085,45.555822
1,58665,-73.66720845,45.555822
1,58680,-73.6672084,45.555822
1,58695,-73.66720835,45.555822
1,58710,-73.6672083,45.555822
1,58725,-73.66720825,45.555822
1,58740,-73.6672082,45.555822
1,58755,-73.66720815,45.555822
1,58770,-73.6672081,45.555822
1,58785,-73.66720805,45.555822
1,58800,-73.667208,45.555822
1,58815,-73.6672081,45.5558221
1,58830,-73.6672082,45.5558222
1,58845,-73.6672083,45.5558223
1,58860,-73.6672084,45.5558224
1,58875,-73.6672085,45.5558225
1,58890,-73.6672086,45.5558226
1,58905,-73.6672087,45.5558227
1,58920,-73.6672088,45.5558228
1,58935,-73.6672089,45.5558229
1,58950,-73.667209,45.555823
1,58965,-73.6672091,45.5558231
1,58980,-73.6672092,45.5558232
1,58995,-73.6672093,45.5558233
1,59010,-73.6672094,45.5558234
1,59025,-73.6672095,45.5558235
1,59040,-73.6672096,45.5558236
1,59055,-73.6672097,45.5558237
1,59070,-73.6672098,45.5558238
1,59085,-73.6672099,45.5558239
1,59100,-73.66721,45.555824
1,59115,-73.66721,45.5558241
1,59130,-73.66721,45.5558242
1,59145,-73.66721,45.5558243
1,59160,-73.66721,45.5558244
1,59175,-73.66721,45.5558245
1,59190,-73.66721,45.5558246
1,59205,-73.66721,45.5558247
1,59220,-73.66721,45.5558248
1,59235,-73.66721,45.5558249
1,59250,-73.66721,45.555825
1,59265,-73.66721,45.5558251
1,59280,-73.66721,45.5558252
1,59295,-73.66721,45.5558253
1,59310,-73.66721,45.5558254
1,59325,-73.66721,45.5558255
1,59340,-73.66721,45.5558256
1,59355,-73.66721,45.5558257
1,59370,-73.66721,45.5558258
1,59385,-73.66721,45.5558259
1,59400,-73.66721,45.555826
2,58500,-73.667209,45.555821
2,58515,-73.66720905,45.55582125
2,58530,-73.6672091,45.5558215
2,58545,-73.66720915,45.55582175
2,58560,-73.6672092,45.555822
2,58575,-73.66720925,45.55582225
2,58590,-73.6672093,45.5558225
2,58605,-73.66720935,45.55582275
2,58620,-73.6672094,45.555823
2,58635,-73.66720945,45.55582325
2,58650,-73.6672095,45.5558235
2,58665,-73.66720955,45.55582375
2,58680,-73.6672096,45.555824
2,58695,-73.66720965,45.55582425
2,58710,-73.6672097,45.5558245
2,58725,-73.66720975,45.55582475
2,58740,-73.6672098,45.555825
2,58755,-73.66720985,45.55582525
2,58770,-73.6672099,45.5558255
2,58785,-73.66720995,45.55582575
2,58800,-73.66721,45.555826
2,58815,-73.6672105,45.5558261
2,58830,-73.667211,45.5558262
2,58845,-73.6672115,45.5558263
2,58860,-73.667212,45.5558264
2,58875,-73.6672125,45.5558265
2,58890,-73.667213,45.5558266
2,58905,-73.6672135,45.5558267
2,58920,-73.667214,45.5558268
2,58935,-73.6672145,45.5558269
2,58950,-73.667215,45.555827
2,58965,-73.6672155,45.5558271
2,58980,-73.667216,45.5558272
2,58995,-73.6672165,45.5558273
2,59010,-73.667217,45.5558274
2,59025,-73.6672175,45.5558275
2,59040,-73.667218,45.5558276
2,59055,-73.6672185,45.5558277
2,59070,-73.667219,45.5558278
2,59085,-73.6672195,45.5558279
2,59100,-73.66722,45.555828
2,59115,-73.66721975,45.55582798
2,59130,-73.6672195,45.55582795
2,59145,-73.66721925,45.55582792
2,59160,-73.667219,45.5558279
2,59175,-73.66721875,45.55582788
