trip_id,time,stop_lon,stop_lat
1,57600,-73.667207,45.555819
1,57660,-73.66720720000001,45.5558192
1,57720,-73.66720740000001,45.5558194
1,57780,-73.6672076,45.5558196
1,57840,-73.6672078,45.555819799999995
1,57900,-73.667208,45.55582
1,57960,-73.6672082,45.5558202
1,58020,-73.6672084,45.5558204
1,58080,-73.6672086,45.5558206
1,58140,-73.6672088,45.5558208
1,58200,-73.667209,45.555821
1,58260,-73.667209,45.555821200000004
1,58320,-73.667209,45.5558214
1,58380,-73.667209,45.5558216
1,58440,-73.667209,45.5558218
1,58500,-73.667209,45.555822
1,58560,-73.6672088,45.555822
1,58620,-73.6672086,45.555822
1,58680,-73.6672084,45.555822
1,58740,-73.6672082,45.555822
1,58800,-73.667208,45.555822
1,58860,-73.6672084,45.5558224
1,58920,-73.6672088,45.5558228
1,58980,-73.6672092,45.5558232
1,59040,-73.66720959999999,45.555823600000004
1,59100,-73.66721,45.555824
1,59160,-73.66721,45.5558244
1,59220,-73.66721,45.5558248
1,59280,-73.66721,45.5558252
1,59340,-73.66721,45.555825600000006
1,59400,-73.66721,45.555826
2,58500,-73.667209,45.555821
2,58560,-73.6672092,45.555822
2,58620,-73.6672094,45.555823000000004
2,58680,-73.66720959999999,45.555824
2,58740,-73.6672098,45.555825000000006
2,58800,-73.66721,45.555826
2,58860,-73.66721199999999,45.5558264
2,58920,-73.667214,45.5558268
2,58980,-73.667216,45.5558272
2,59040,-73.667218,45.5558276
2,59100,-73.66722,45.555828
2,59160,-73.667219,45.5558279
2,59220,-73.667218,45.555827799999996
2,59280,-73.667217,45.5558277
2,59340,-73.667216,45.5558276
2,59400,-73.667215,45.5558275
2,59460,-73.667214,45.5558274
2,59520,-73.667213,45.5558273
2,59580,-73.66721199999999,45.5558272
2,59640,-73.667211,45.5558271
2,59700,-73.66721,45.555827
2,59760,-73.66721075,45.555827075
2,59820,-73.6672115,45.55582715
2,59880,-73.66721224999999,45.555827225
2,59940,-73.667213,45.555827300000004
2,60000,-73.66721375,45.555827375
2,60060,-73.6672145,45.55582745
2,60120,-73.66721525,45.555827525
2,60180,-73.667216,45.5558276
2,60240,-73.66721675,45.555827675
2,60300,-73.66721749999999,45.55582775
2,60360,-73.66721825,45.555827825
2,60420,-73.667219,45.5558279
2,60480,-73.66721975,45.555827975
2,60540,-73.6672205,45.55582805
2,60600,-73.66722125,45.555828125
2,60660,-73.667222,45.5558282
2,60720,-73.66722275000001,45.555828275
2,60780,-73.6672235,45.55582835
2,60840,-73.66722425,45.555828425
2,60900,-73.667225,45.555828500000004
2,60960,-73.66722575,45.555828575
2,61020,-73.6672265,45.55582865
2,61080,-73.66722725,45.555828725
2,61140,-73.66722800000001,45.5558288
2,61200,-73.66722875,45.555828875
2,61260,-73.6672295,45.55582895
2,61320,-73.66723025,45.555829025
2,61380,-73.667231,45.5558291
2,61440,-73.66723175,45.555829175
2,61500,-73.66723250000001,45.55582925
2,61560,-73.66723325000001,45.555829325
2,61620,-73.66723400000001,45.5558294
2,61680,-73.66723475,45.555829475
2,61740,-73.6672355,45.55582955
2,61800,-73.66723625,45.555829625
2,61860,-73.667237,45.555829700000004
2,61920,-73.66723775000001,45.555829775
2,61980,-73.66723850000001,45.55582985
2,62040,-73.66723925000001,45.555829925
2,62100,-73.66724,45.55583
3,59700,-73.66721,45.555826
3,59760,-73.66721,45.555826200000006
3,59820,-73.66721,45.5558264
3,59880,-73.66721,45.5558266
3,59940,-73.66721,45.5558268
3,60000,-73.66721,45.555827
3,60060,-73.667208,45.5558266
3,60120,-73.667206,45.5558262
3,60180,-73.667204,45.5558258
3,60240,-73.66720199999999,45.555825399999996
3,60300,-73.6672,45.555825
3,60360,-73.667208,45.555825999999996
3,60420,-73.667216,45.555827
3,60480,-73.667224,45.555828
3,60540,-73.667232,45.555829
3,60600,-73.66724,45.55583
